Identifier;Time Stamp;Idiom;Type of Interaction;Description;Condition;Task 1;Task 2
75;2021-08-23T14:43:35.030Z;Visualization;Visualization Start First Task;The user started the first task;3;2;3
75;2021-08-23T14:43:35.448Z;Map;Map Enter View;Entered the Map view;3;2;3
75;2021-08-23T14:43:35.531Z;Calendar;Calendar Enter View;Entered the Calendar view;3;2;3
75;2021-08-23T14:43:35.950Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:35.971Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:35.972Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:35.986Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:36.632Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:36.698Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:37.065Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:37.637Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:38.049Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:38.263Z;Map;Map Enter View;Entered the Map view;3;2;3
75;2021-08-23T14:43:38.567Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;3;2;3
75;2021-08-23T14:43:38.581Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;3;2;3
75;2021-08-23T14:43:38.601Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;3;2;3
75;2021-08-23T14:43:38.613Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;3;2;3
75;2021-08-23T14:43:38.832Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;3;2;3
75;2021-08-23T14:43:38.853Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;3;2;3
75;2021-08-23T14:43:53.329Z;Calendar;Calendar Enter View;Entered the Calendar view;3;2;3
75;2021-08-23T14:43:53.952Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:54.320Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:54.399Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:55.518Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:56.097Z;Calendar;Calendar Circle Click Remove;Unselected a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:56.165Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:56.984Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
75;2021-08-23T14:43:57.350Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
75;2021-08-23T14:44:02.649Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
75;2021-08-23T14:44:02.680Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
