Identifier;Time Stamp;Idiom;Type of Interaction;Description;Condition;Task 1;Task 2
29;2021-06-21T16:58:33.082Z;Visualization;Visualization Start First Task;The user started the first task;1;1;3
29;2021-06-21T16:58:34.548Z;Map;Map Enter View;Entered the Map view;1;1;3
29;2021-06-21T16:58:41.790Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:58:42.106Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:58:42.150Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:58:42.452Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:58:44.347Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T16:58:44.900Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:58:45.151Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:58:47.499Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:58:47.751Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:58:48.002Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:58:48.801Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T16:58:49.151Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:58:51.350Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:58:52.448Z;Map;Map Circle Click Remove;Unselected a circle on the Map view;1;1;3
29;2021-06-21T16:58:53.400Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:58:54.702Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:58:56.650Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:58:59.051Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:00.501Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:00.899Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:02.050Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:02.951Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:03.750Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:04.802Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:05.350Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:05.416Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:07.249Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:07.349Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:08.200Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:10.103Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:10.500Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:13.152Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:14.350Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:15.174Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:15.700Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:17.451Z;Map;Map Circle Click Remove;Unselected a circle on the Map view;1;1;3
29;2021-06-21T16:59:18.701Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:23.806Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:23.947Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:24.449Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:25.700Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:26.350Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:29.554Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T16:59:29.949Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:30.450Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:31.051Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:35.201Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:35.349Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:35.552Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:36.850Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:37.151Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:37.449Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:37.899Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:39.000Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:40.649Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:40.949Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:41.150Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:41.450Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:43.354Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T16:59:44.350Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:46.801Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:49.004Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T16:59:49.104Z;Map;Map Circle Click Remove;Unselected a circle on the Map view;1;1;3
29;2021-06-21T16:59:49.398Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:51.450Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T16:59:52.150Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:52.949Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T16:59:53.749Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T16:59:54.501Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T16:59:58.651Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:00.149Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T17:00:00.400Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:00.500Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:00.700Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:00.799Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:02.050Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T17:00:02.302Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:02.555Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:03.216Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:03.900Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:04.001Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:04.154Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:04.201Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:04.400Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:05.902Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:06.251Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:06.451Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:07.150Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:07.750Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:09.499Z;Map;Map Circle Click Remove;Unselected a circle on the Map view;1;1;3
29;2021-06-21T17:00:10.401Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:11.151Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:12.800Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:13.103Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:14.950Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T17:00:15.298Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:16.249Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:17.051Z;Map;Map Circle Click Remove;Unselected a circle on the Map view;1;1;3
29;2021-06-21T17:00:17.601Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:18.750Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:00:20.401Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:00:20.500Z;Overview;Overview Enter View;Entered the Overview tab;1;1;3
29;2021-06-21T17:00:40.903Z;Overview;Overview Remove Button Click;Click the Overview Remove Button;1;1;3
29;2021-06-21T17:00:46.748Z;Overview;Overview Remove Button Click;Click the Overview Remove Button;1;1;3
29;2021-06-21T17:00:59.220Z;Visualization;Visualization End First Task;The user ended the first task;1;1;3
29;2021-06-21T17:01:33.932Z;Visualization;Visualization Start Second Task;The user started the second task;1;1;3
29;2021-06-21T17:01:34.255Z;Overview;Overview Remove All Button Click;Click the Overview Remove All Button;1;1;3
29;2021-06-21T17:01:35.451Z;Map;Map Enter View;Entered the Map view;1;1;3
29;2021-06-21T17:01:45.932Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:01:47.351Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:01:47.416Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:01:47.565Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:01:47.866Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:01:51.429Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:01:54.703Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:01:55.757Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T17:01:56.804Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:01:57.703Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:02:00.853Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:02:01.903Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:02:03.404Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:02:03.852Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:02:05.009Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T17:02:05.419Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:02:05.703Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:02:09.063Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T17:02:09.511Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:02:09.810Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:02:11.612Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:02:11.673Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:02:11.974Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:02:13.661Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:02:14.018Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:02:16.215Z;Map;Map Circle Click Add;Selected a circle on the Map view;1;1;3
29;2021-06-21T17:02:16.816Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:02:16.879Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;1;1;3
29;2021-06-21T17:02:18.867Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;1;1;3
29;2021-06-21T17:02:19.028Z;Overview;Overview Enter View;Entered the Overview tab;1;1;3
29;2021-06-21T17:02:22.270Z;Overview;Overview Remove Button Click;Click the Overview Remove Button;1;1;3
