Identifier;Time Stamp;Idiom;Type of Interaction;Description;Condition;Task 1;Task 2
22;2021-06-18T13:17:35.548Z;Visualization;Visualization Start First Task;The user started the first task;2;2;4
22;2021-06-18T13:17:37.817Z;Map;Map Enter View;Entered the Map view;2;2;4
22;2021-06-18T13:17:38.879Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;2;2;4
22;2021-06-18T13:17:38.927Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;2;2;4
22;2021-06-18T13:17:44.928Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;2;2;4
22;2021-06-18T13:17:45.325Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;2;2;4
22;2021-06-18T13:17:45.374Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;2;2;4
22;2021-06-18T13:17:45.923Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;2;2;4
22;2021-06-18T13:17:46.125Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;2;2;4
22;2021-06-18T13:17:46.473Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;2;2;4
22;2021-06-18T13:17:51.876Z;Calendar;Calendar Enter View;Entered the Calendar view;2;2;4
22;2021-06-18T13:17:51.878Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
22;2021-06-18T13:17:52.018Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
22;2021-06-18T13:17:52.073Z;Calendar;Calendar Enter View;Entered the Calendar view;2;2;4
22;2021-06-18T13:17:52.269Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
22;2021-06-18T13:17:52.323Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
22;2021-06-18T13:17:52.669Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
22;2021-06-18T13:17:54.620Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
22;2021-06-18T13:17:54.622Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
