Identifier;Time Stamp;Idiom;Type of Interaction;Description;Condition;Task 1;Task 2
77;2021-08-23T20:44:03.664Z;Visualization;Visualization Start First Task;The user started the first task;3;1;4
77;2021-08-23T20:44:06.731Z;Map;Map Enter View;Entered the Map view;3;1;4
77;2021-08-23T20:44:09.331Z;Calendar;Calendar Enter View;Entered the Calendar view;3;1;4
77;2021-08-23T20:44:10.265Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:10.330Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:10.399Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:10.430Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:10.431Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:10.532Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:11.683Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:11.734Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:11.735Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:11.832Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:11.834Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:13.982Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:14.030Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:15.337Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;1;4
77;2021-08-23T20:44:16.881Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;1;4
