Identifier;Time Stamp;Idiom;Type of Interaction;Description;Condition;Task 1;Task 2
65;2021-07-27T15:17:02.601Z;Visualization;Visualization Start First Task;The user started the first task;3;2;3
65;2021-07-27T15:17:05.419Z;Map;Map Enter View;Entered the Map view;3;2;3
65;2021-07-27T15:17:10.074Z;Calendar;Calendar Enter View;Entered the Calendar view;3;2;3
65;2021-07-27T15:17:14.931Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:17.476Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:21.076Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:21.320Z;Map;Map Enter View;Entered the Map view;3;2;3
65;2021-07-27T15:17:26.770Z;Calendar;Calendar Enter View;Entered the Calendar view;3;2;3
65;2021-07-27T15:17:27.120Z;Map;Map Enter View;Entered the Map view;3;2;3
65;2021-07-27T15:17:30.620Z;Calendar;Calendar Enter View;Entered the Calendar view;3;2;3
65;2021-07-27T15:17:31.272Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:32.126Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:32.486Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:32.673Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:33.622Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:34.823Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:34.872Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:35.272Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:35.384Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:36.222Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:36.571Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:37.421Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:37.670Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:38.472Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:38.872Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:38.972Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:39.374Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:39.921Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:40.072Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:40.522Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:41.373Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:41.873Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:42.272Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:42.922Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:43.422Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:43.921Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:44.186Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
65;2021-07-27T15:17:44.272Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
