Identifier;Time Stamp;Idiom;Type of Interaction;Description;Condition;Task 1;Task 2
23;2021-06-18T14:19:50.938Z;Visualization;Visualization Start First Task;The user started the first task;2;2;4
23;2021-06-18T14:19:51.954Z;Map;Map Enter View;Entered the Map view;2;2;4
23;2021-06-18T14:19:52.803Z;Calendar;Calendar Enter View;Entered the Calendar view;2;2;4
23;2021-06-18T14:19:53.215Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:19:53.262Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
23;2021-06-18T14:19:53.265Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:19:54.706Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
23;2021-06-18T14:19:54.811Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:19:56.607Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;2;2;4
23;2021-06-18T14:19:56.955Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
23;2021-06-18T14:19:56.958Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:19:58.556Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;2;2;4
23;2021-06-18T14:19:58.905Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
23;2021-06-18T14:19:58.907Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:00.104Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:00.260Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:01.305Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:01.360Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:01.856Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:01.910Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:03.154Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:03.555Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:03.706Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:04.805Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:04.861Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:06.206Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:06.457Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:07.656Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:08.062Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;2;2;4
23;2021-06-18T14:20:09.356Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;2;2;4
