Identifier;Time Stamp;Idiom;Type of Interaction;Description;Condition;Task 1;Task 2
59;2021-07-24T15:44:22.773Z;Visualization;Visualization Start First Task;The user started the first task;3;2;3
59;2021-07-24T15:44:25.446Z;Map;Map Enter View;Entered the Map view;3;2;3
59;2021-07-24T15:44:26.993Z;Calendar;Calendar Enter View;Entered the Calendar view;3;2;3
59;2021-07-24T15:44:29.044Z;Map;Map Enter View;Entered the Map view;3;2;3
59;2021-07-24T15:44:30.021Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;3;2;3
59;2021-07-24T15:44:30.059Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;3;2;3
59;2021-07-24T15:44:30.299Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;3;2;3
59;2021-07-24T15:44:34.051Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;3;2;3
59;2021-07-24T15:44:35.899Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;3;2;3
59;2021-07-24T15:44:36.099Z;Map;Map Circle Enter;Hovered the cursor into a circle on the Map view;3;2;3
59;2021-07-24T15:44:38.151Z;Map;Map Circle Leave;Hovered the cursor out of a circle on the Map view;3;2;3
59;2021-07-24T15:44:38.298Z;Calendar;Calendar Enter View;Entered the Calendar view;3;2;3
59;2021-07-24T15:44:40.202Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:41.047Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:41.200Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:41.299Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:41.645Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:41.852Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:41.853Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:42.247Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:42.598Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:42.797Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:43.194Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:43.350Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:43.400Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:43.845Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:43.999Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:44.000Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:44.245Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:44.597Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:44.698Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:45.248Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:45.597Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:45.699Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:46.295Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:46.594Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:46.799Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:46.948Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:47.496Z;Calendar;Calendar Circle Click Add;Selected a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:47.750Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:47.751Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:47.799Z;Calendar;Calendar Circle Leave;Hovered the cursor out of a circle on the Calendar view;3;2;3
59;2021-07-24T15:44:48.047Z;Calendar;Calendar Circle Enter;Hovered the cursor into a circle on the Calendar view;3;2;3
